id,Masa,Longitud_tarso,Longitud_ala,Longitud_pico,Longitud_pluma_interior_de_la_cola,Longitud_pluma_exterior_de_la_cola,target
2014-10-11-A09,51.6,31.3,63.0,14.2,14.5,19.0,52
2014-10-11-B05,58.3,31.6,84.0,14.6,35.5,34.0,55
2014-10-11-B13,79.1,NA,NA,NA,NA,NA,44
2014-10-11-C02,70.1,30.6,103.5,15.2,40.0,46.0,55
2014-10-11-D05,70.8,NA,NA,NA,NA,NA,49
2014-10-11-D06,73.8,34.0,90.5,15.0,30.0,34.0,55
2014-10-11-D13,60.5,NA,NA,NA,NA,NA,54
2014-10-11-E14,71.6,NA,NA,NA,NA,NA,46
2014-10-11-F09,59.6,30.2,99.0,14.6,38.0,40.0,54
2014-10-11-H09,68.8,34.6,86.0,15.8,25.0,30.0,52
2014-10-12-A09,60.7,NA,NA,NA,NA,NA,53
2014-10-12-B05,75.3,NA,NA,NA,NA,NA,56
2014-10-12-B13,79.1,NA,NA,NA,NA,NA,45
2014-10-12-C02,64.9,NA,NA,NA,NA,NA,56
2014-10-12-D05,67.4,NA,NA,NA,NA,NA,50
2014-10-12-D06,70.5,NA,NA,NA,NA,NA,56
2014-10-12-D13,63.8,31.9,104.0,15.2,40.0,45.0,55
2014-10-12-E14,76.2,NA,NA,NA,NA,NA,47
2014-10-12-F09,56.8,NA,NA,NA,NA,NA,55
2014-10-12-H09,74.9,NA,NA,NA,NA,NA,53
2014-10-13-A09,59.1,NA,NA,NA,NA,NA,54
